사용월,호선명,지하철역,유임승차인원,무임승차인원,유임하차인원,무임하차인원,승차인원,하차인원
202006,안산선,상록수,410219,63540,398839,64583,473759,463422
202007,안산선,상록수,430195,66700,416637,67372,496895,484009
202008,안산선,상록수,366361,56486,357000,57293,422847,414293
202009,안산선,상록수,339889,52981,333160,53734,392870,386894
202010,안산선,상록수,390327,61091,379678,61984,451418,441662
202011,안산선,상록수,387948,59180,381013,60216,447128,441229
202012,안산선,상록수,315271,47607,315906,49124,362878,365030
202001,7호선,상봉(시외버스터미널) 7호선,437822,70900,417029,67997,508722,485026
202002,7호선,상봉(시외버스터미널) 7호선,391023,55317,367826,53266,446340,421092
202003,7호선,상봉(시외버스터미널) 7호선,344432,46332,323369,44668,390764,368037
202004,7호선,상봉(시외버스터미널) 7호선,355162,52451,331774,50282,407613,382056
202005,7호선,상봉(시외버스터미널) 7호선,379677,60499,357982,58166,440176,416148
202006,7호선,상봉(시외버스터미널) 7호선,391333,58005,367015,55288,449338,422303
202007,7호선,상봉(시외버스터미널) 7호선,412923,60915,389132,58494,473838,447626
202008,7호선,상봉(시외버스터미널) 7호선,352833,52145,333844,50103,404978,383947
202009,7호선,상봉(시외버스터미널) 7호선,335522,52154,316592,50392,387676,366984
202010,7호선,상봉(시외버스터미널) 7호선,382140,59819,360563,57210,441959,417773
202011,7호선,상봉(시외버스터미널) 7호선,389511,57454,367052,55062,446965,422114
202012,7호선,상봉(시외버스터미널) 7호선,331582,48646,313866,47410,380228,361276
202001,중앙선,상봉(시외버스터미널) 중앙선,141184,38580,136773,36892,179764,173665
202002,중앙선,상봉(시외버스터미널) 중앙선,120902,29446,117268,27753,150348,145021
202003,중앙선,상봉(시외버스터미널) 중앙선,107213,25132,103983,24240,132345,128223
202004,중앙선,상봉(시외버스터미널) 중앙선,113815,30511,110981,29385,144326,140366
202005,중앙선,상봉(시외버스터미널) 중앙선,125115,35457,120777,33412,160572,154189
202006,중앙선,상봉(시외버스터미널) 중앙선,128792,34250,125430,32928,163042,158358
202007,중앙선,상봉(시외버스터미널) 중앙선,136757,36294,133240,34436,173051,167676
202008,중앙선,상봉(시외버스터미널) 중앙선,115199,30186,112904,28755,145385,141659
202009,중앙선,상봉(시외버스터미널) 중앙선,109210,31593,107387,30422,140803,137809
202010,중앙선,상봉(시외버스터미널) 중앙선,127566,36130,124658,34568,163696,159226
202011,중앙선,상봉(시외버스터미널) 중앙선,125374,33676,122961,32136,159050,155097
202012,중앙선,상봉(시외버스터미널) 중앙선,103540,27112,102296,26116,130652,128412
202001,6호선,상수,270505,21726,312412,21930,292231,334342
202002,6호선,상수,226579,16713,262631,16857,243292,279488
202003,6호선,상수,173791,13150,202817,13407,186941,216224
202004,6호선,상수,177767,14932,212309,15226,192699,227535
202005,6호선,상수,180706,17478,211867,17931,198184,229798
202006,6호선,상수,194679,17606,227162,17925,212285,245087
202007,6호선,상수,214203,18693,251882,19167,232896,271049
202008,6호선,상수,182786,16171,213180,16306,198957,229486
202009,6호선,상수,153330,15852,176928,15956,169182,192884
202010,6호선,상수,185598,17655,221229,17796,203253,239025
202011,6호선,상수,189917,17519,220918,17612,207436,238530
202012,6호선,상수,144097,14243,157238,14454,158340,171692
202001,2호선,상왕십리,342945,65266,325808,65191,408211,390999
202002,2호선,상왕십리,299940,50605,284578,50671,350545,335249
202003,2호선,상왕십리,257816,40922,245374,41045,298738,286419
202004,2호선,상왕십리,267559,45823,252850,45725,313382,298575
202005,2호선,상왕십리,288421,53458,273957,53598,341879,327555
202006,2호선,상왕십리,307527,53288,292562,53122,360815,345684
202007,2호선,상왕십리,330200,56835,312923,56464,387035,369387
202008,2호선,상왕십리,276236,48873,263209,49198,325109,312407
202009,2호선,상왕십리,260078,47392,248579,47816,307470,296395
202010,2호선,상왕십리,295109,52899,280136,53026,348008,333162
202011,2호선,상왕십리,306144,53389,291777,53577,359533,345354
202012,2호선,상왕십리,252275,45333,245282,45341,297608,290623
202001,6호선,상월곡(한국과학기술연구원),143672,40534,125306,39283,184206,164589
202002,6호선,상월곡(한국과학기술연구원),122286,29880,105179,29386,152166,134565
202003,6호선,상월곡(한국과학기술연구원),108056,25283,92772,25054,133339,117826
202004,6호선,상월곡(한국과학기술연구원),111701,28840,94569,28216,140541,122785
202005,6호선,상월곡(한국과학기술연구원),121275,34093,103945,32827,155368,136772
202006,6호선,상월곡(한국과학기술연구원),129816,32673,110683,32064,162489,142747
202007,6호선,상월곡(한국과학기술연구원),135657,34331,114151,33813,169988,147964
202008,6호선,상월곡(한국과학기술연구원),111478,28690,94207,28075,140168,122282
202009,6호선,상월곡(한국과학기술연구원),110696,29433,95001,28651,140129,123652
202010,6호선,상월곡(한국과학기술연구원),124667,33697,105972,32477,158364,138449
202011,6호선,상월곡(한국과학기술연구원),129413,34049,111626,32746,163462,144372
202012,6호선,상월곡(한국과학기술연구원),109044,28557,95534,27792,137601,123326
202001,5호선,상일동,355884,81468,297774,77289,437352,375063
202002,5호선,상일동,324815,63888,272453,60721,388703,333174
202003,5호선,상일동,309812,55558,262854,53125,365370,315979
202004,5호선,상일동,341924,66311,288457,62923,408235,351380
202005,5호선,상일동,377277,79412,318791,75517,456689,394308
202006,5호선,상일동,412634,78990,346630,75081,491624,421711
202007,5호선,상일동,437800,85194,366581,80327,522994,446908
202008,5호선,상일동,310659,62761,266529,59623,373420,326152
202009,5호선,상일동,277978,59727,241992,55812,337705,297804
202010,5호선,상일동,321549,70015,276514,65749,391564,342263
202011,5호선,상일동,334254,71097,293395,67188,405351,360583
202012,5호선,상일동,276158,59240,250760,56474,335398,307234
202001,경춘선,상천,4430,3581,3868,3447,8011,7315
202002,경춘선,상천,3514,2644,3103,2523,6158,5626
202003,경춘선,상천,3929,3336,3113,3175,7265,6288
202004,경춘선,상천,5897,5629,4787,5449,11526,10236
202005,경춘선,상천,5715,5536,4893,5401,11251,10294
202006,경춘선,상천,5217,4553,4471,4486,9770,8957
202007,경춘선,상천,5138,4225,4372,4190,9363,8562
202008,경춘선,상천,3560,3053,3140,3047,6613,6187
202009,경춘선,상천,4571,5093,3722,5089,9664,8811
202010,경춘선,상천,6170,6028,4849,5888,12198,10737
202011,경춘선,상천,4146,3831,3581,3817,7977,7398
202012,경춘선,상천,3058,2476,2726,2423,5534,5149
202001,6호선,새절(신사),298308,85532,277645,86600,383840,364245
202002,6호선,새절(신사),262082,66274,242176,67220,328356,309396
202003,6호선,새절(신사),228620,53333,209501,54304,281953,263805
202004,6호선,새절(신사),237243,61714,217293,62844,298957,280137
202005,6호선,새절(신사),253487,72503,233373,72846,325990,306219
202006,6호선,새절(신사),269681,71204,246863,71430,340885,318293
202007,6호선,새절(신사),282043,75116,256649,75090,357159,331739
202008,6호선,새절(신사),238026,63713,218540,63977,301739,282517
202009,6호선,새절(신사),228254,63375,209654,63910,291629,273564
202010,6호선,새절(신사),258731,73738,235298,73904,332469,309202
202011,6호선,새절(신사),265611,71502,242690,71543,337113,314233
202012,6호선,새절(신사),224861,58534,208456,58948,283395,267404
202001,9호선,샛강,124862,26870,132941,26628,151732,159569
202002,9호선,샛강,108630,19666,115796,19557,128296,135353
202003,9호선,샛강,91993,15081,96871,14568,107074,111439
202004,9호선,샛강,97458,16616,102230,16019,114074,118249
202005,9호선,샛강,103862,20801,109180,20430,124663,129610
202006,9호선,샛강,113371,19547,119919,19432,132918,139351
202007,9호선,샛강,123244,21314,132645,21211,144558,153856
202008,9호선,샛강,105273,17522,113611,17435,122795,131046
202009,9호선,샛강,94178,16666,99745,16269,110844,116014
202010,9호선,샛강,106089,19179,113564,19033,125268,132597
202011,9호선,샛강,114550,19595,120876,19369,134145,140245
202012,9호선,샛강,95709,15968,99667,15504,111677,115171
202001,경의선,서강대,54732,10476,53931,9872,65208,63803
202002,경의선,서강대,44169,7839,43718,7495,52008,51213
202003,경의선,서강대,34471,6546,33606,6179,41017,39785
202004,경의선,서강대,37814,7641,36670,7297,45455,43967
202005,경의선,서강대,42167,8870,41166,8336,51037,49502
202006,경의선,서강대,44898,8990,43590,8578,53888,52168
202007,경의선,서강대,49767,9562,47791,9038,59329,56829
202008,경의선,서강대,41654,8126,39870,7701,49780,47571
202009,경의선,서강대,37480,7883,35152,7533,45363,42685
202010,경의선,서강대,45613,9060,44475,8547,54673,53022
202011,경의선,서강대,45777,8701,44411,8255,54478,52666
202012,경의선,서강대,36404,7105,34320,6730,43509,41050
202001,5호선,서대문,432122,69056,445713,65799,501178,511512
202002,5호선,서대문,378226,51407,390833,49264,429633,440097
202003,5호선,서대문,324045,41438,336077,39070,365483,375147
202004,5호선,서대문,325940,44646,339488,42012,370586,381500
202005,5호선,서대문,345598,52058,356381,49102,397656,405483
202006,5호선,서대문,385502,53285,397854,50058,438787,447912
202007,5호선,서대문,402629,55339,416164,51873,457968,468037
202008,5호선,서대문,327687,47680,336469,44383,375367,380852
202009,5호선,서대문,315889,44705,323299,41968,360594,365267
202010,5호선,서대문,353604,52380,362778,49183,405984,411961
202011,5호선,서대문,377097,53418,387315,50507,430515,437822
202012,5호선,서대문,329939,45748,338711,42993,375687,381704
202001,경부선,서동탄,40777,9542,33609,8938,50319,42547
202002,경부선,서동탄,31631,6510,25594,6065,38141,31659
202003,경부선,서동탄,26506,4845,21462,4702,31351,26164
202004,경부선,서동탄,28802,6154,24840,5873,34956,30713
202005,경부선,서동탄,32364,7638,28239,7461,40002,35700
202006,경부선,서동탄,34087,7431,28388,7199,41518,35587
202007,경부선,서동탄,36401,8024,30559,7843,44425,38402
202008,경부선,서동탄,29514,6512,24569,6416,36026,30985
202009,경부선,서동탄,28469,6679,23684,6497,35148,30181
202010,경부선,서동탄,34182,7821,28776,7649,42003,36425
202011,경부선,서동탄,33362,7223,28206,7309,40585,35515
202012,경부선,서동탄,26194,5642,21542,5575,31836,27117
202001,경원선,서빙고,41395,15269,39449,14748,56664,54197
202002,경원선,서빙고,34201,11680,32668,11266,45881,43934
202003,경원선,서빙고,26443,9254,24014,8612,35697,32626
202004,경원선,서빙고,28493,10330,25708,9582,38823,35290
202005,경원선,서빙고,33419,11940,29916,11223,45359,41139
202006,경원선,서빙고,36504,12468,33542,11472,48972,45014
202007,경원선,서빙고,39869,13502,36280,12398,53371,48678
202008,경원선,서빙고,34052,11554,30445,10604,45606,41049
202009,경원선,서빙고,31996,11220,27790,10393,43216,38183
202010,경원선,서빙고,35424,12882,31817,11944,48306,43761
202011,경원선,서빙고,36875,13035,33230,12056,49910,45286
202012,경원선,서빙고,29393,10333,26848,9463,39726,36311
202001,2호선,서울대입구(관악구청),1297520,192496,1262533,184129,1490016,1446662
202002,2호선,서울대입구(관악구청),1135231,151450,1103449,145049,1286681,1248498
202003,2호선,서울대입구(관악구청),954406,123202,928898,118052,1077608,1046950
202004,2호선,서울대입구(관악구청),1000840,138261,977588,132834,1139101,1110422
202005,2호선,서울대입구(관악구청),1086414,158038,1065344,152879,1244452,1218223
202006,2호선,서울대입구(관악구청),1135234,153383,1105164,147165,1288617,1252329
202007,2호선,서울대입구(관악구청),1222845,163039,1185550,155596,1385884,1341146
202008,2호선,서울대입구(관악구청),1029227,141802,1002578,135028,1171029,1137606
202009,2호선,서울대입구(관악구청),944313,135252,913854,129418,1079565,1043272
202010,2호선,서울대입구(관악구청),1091951,153365,1069930,147622,1245316,1217552
202011,2호선,서울대입구(관악구청),1103420,151581,1071620,143923,1255001,1215543
202012,2호선,서울대입구(관악구청),887612,129969,866137,124398,1017581,990535
202001,분당선,서울숲,216285,21243,219785,20610,237528,240395
202002,분당선,서울숲,195417,17219,198686,16700,212636,215386
202003,분당선,서울숲,180077,15735,185320,14898,195812,200218
202004,분당선,서울숲,206356,19256,215295,18401,225612,233696
202005,분당선,서울숲,216109,22501,222165,21765,238610,243930
202006,분당선,서울숲,219763,21850,223398,21283,241613,244681
202007,분당선,서울숲,238723,23787,241743,22970,262510,264713
202008,분당선,서울숲,186838,18908,187896,18151,205746,206047
202009,분당선,서울숲,189679,19631,192978,18772,209310,211750
202010,분당선,서울숲,217077,24438,222751,23622,241515,246373
202011,분당선,서울숲,212639,21759,216950,21201,234398,238151
202012,분당선,서울숲,154725,16518,155270,15735,171243,171005
202001,1호선,서울역(1호선),1445261,205003,1337363,197190,1650264,1534553
202002,1호선,서울역(1호선),1016616,144018,962133,137714,1160634,1099847
202003,1호선,서울역(1호선),696347,119547,664931,111372,815894,776303
202004,1호선,서울역(1호선),775859,139595,748330,130554,915454,878884
202005,1호선,서울역(1호선),917128,164309,866276,154455,1081437,1020731
202006,1호선,서울역(1호선),962135,160905,917054,150846,1123040,1067900
202007,1호선,서울역(1호선),1050692,170236,1009246,160113,1220928,1169359
202008,1호선,서울역(1호선),868817,142312,831427,133674,1011129,965101
202009,1호선,서울역(1호선),724320,137054,711203,128369,861374,839572
202010,1호선,서울역(1호선),924642,164817,867575,154920,1089459,1022495
202011,1호선,서울역(1호선),970425,163629,919628,153605,1134054,1073233
202012,1호선,서울역(1호선),708925,133421,674149,123397,842346,797546
202001,4호선,서울역(4호선),346305,39385,630930,49492,385690,680422
202002,4호선,서울역(4호선),285563,30972,445274,35019,316535,480293
202003,4호선,서울역(4호선),208033,25816,271749,27520,233849,299269
202004,4호선,서울역(4호선),218806,27475,310842,30960,246281,341802
202005,4호선,서울역(4호선),230021,31183,353621,36897,261204,390518
202006,4호선,서울역(4호선),255435,31947,379118,36992,287382,416110
202007,4호선,서울역(4호선),271476,33505,421198,38715,304981,459913
202008,4호선,서울역(4호선),213123,28790,344300,32800,241913,377100
202009,4호선,서울역(4호선),197323,27570,282003,29664,224893,311667
202010,4호선,서울역(4호선),230955,31253,357808,36404,262208,394212
202011,4호선,서울역(4호선),243530,31384,380890,36733,274914,417623
202012,4호선,서울역(4호선),190881,26568,267412,29157,217449,296569
202001,경부선,서울역(경부선),211635,11567,46598,2139,223202,48737
202002,경부선,서울역(경부선),124920,6666,33383,1472,131586,34855
202003,경부선,서울역(경부선),69171,3665,22230,1045,72836,23275
202004,경부선,서울역(경부선),90086,5295,26098,1276,95381,27374
202005,경부선,서울역(경부선),127702,7939,32269,1645,135641,33914
202006,경부선,서울역(경부선),128591,8084,32963,1672,136675,34635
202007,경부선,서울역(경부선),148558,8483,38891,1927,157041,40818
202008,경부선,서울역(경부선),137473,7649,35669,1747,145122,37416
202009,경부선,서울역(경부선),90923,5768,26723,1418,96691,28141
202010,경부선,서울역(경부선),137844,8087,33590,1846,145931,35436
202011,경부선,서울역(경부선),145486,8385,37641,1930,153871,39571
202012,경부선,서울역(경부선),91305,5459,29950,1515,96764,31465
202001,경의선,서울역(경의선),99155,14138,124724,17259,113293,141983
202001,경의선,서울역(경의선),8,0,0,0,8,0
202002,경의선,서울역(경의선),82257,10106,103554,12360,92363,115914
202002,경의선,서울역(경의선),4,0,0,0,4,0
202003,경의선,서울역(경의선),64374,8408,83835,10655,72782,94490
202004,경의선,서울역(경의선),67967,9701,88326,12577,77668,100903
202004,경의선,서울역(경의선),0,1,0,0,1,0
202005,경의선,서울역(경의선),78715,11838,97855,14946,90553,112801
202005,경의선,서울역(경의선),1,0,0,0,1,0
202006,경의선,서울역(경의선),1,0,0,0,1,0
202006,경의선,서울역(경의선),89312,12174,110766,15512,101486,126278
202007,경의선,서울역(경의선),93231,12801,117116,16236,106032,133352
202008,경의선,서울역(경의선),72870,9726,89981,12649,82596,102630
202009,경의선,서울역(경의선),69616,10128,85212,12844,79744,98056
202010,경의선,서울역(경의선),80210,11928,100196,15132,92138,115328
202011,경의선,서울역(경의선),87247,12389,108966,15604,99636,124570
202012,경의선,서울역(경의선),68996,9330,83785,11808,78326,95593
202001,공항철도 1호선,서울역(공항철도),387304,34075,329025,30731,421379,359756
202002,공항철도 1호선,서울역(공항철도),244813,22556,205926,21167,267369,227093
202003,공항철도 1호선,서울역(공항철도),108106,18164,101789,17342,126270,119131
202004,공항철도 1호선,서울역(공항철도),122315,21537,116587,19986,143852,136573
202005,공항철도 1호선,서울역(공항철도),159208,25671,146910,23242,184879,170152
202006,공항철도 1호선,서울역(공항철도),161764,25092,150389,22998,186856,173387
202007,공항철도 1호선,서울역(공항철도),185216,27070,172458,24842,212286,197300
202008,공항철도 1호선,서울역(공항철도),166778,23327,152534,21542,190105,174076
202009,공항철도 1호선,서울역(공항철도),127852,21629,120137,19945,149481,140082
202010,공항철도 1호선,서울역(공항철도),172425,26026,156899,23366,198451,180265
202011,공항철도 1호선,서울역(공항철도),179671,25547,168781,23340,205218,192121
202012,공항철도 1호선,서울역(공항철도),121740,20977,111015,19467,142717,130482
202001,경부선,서정리,132091,27336,135738,27127,159427,162865
202002,경부선,서정리,108524,19059,107118,18768,127583,125886
202003,경부선,서정리,93823,15921,94485,15946,109744,110431
202004,경부선,서정리,104413,16972,102376,16888,121385,119264
202005,경부선,서정리,137795,22208,137335,21763,160003,159098
202006,경부선,서정리,150227,22431,146765,21795,172658,168560
202007,경부선,서정리,147151,24379,144670,23901,171530,168571
202008,경부선,서정리,117305,20274,118408,20076,137579,138484
202009,경부선,서정리,114078,19113,111297,18765,133191,130062
202010,경부선,서정리,147202,22764,144209,22413,169966,166622
202011,경부선,서정리,153835,21876,150357,21770,175711,172127
202012,경부선,서정리,123981,18186,118416,17544,142167,135960
202001,2호선,서초,545772,82653,536768,82024,628425,618792
202002,2호선,서초,490679,61859,485184,61740,552538,546924
202003,2호선,서초,385309,44174,381257,44648,429483,425905
202004,2호선,서초,402574,48312,394789,48508,450886,443297
202005,2호선,서초,456671,66651,448265,68033,523322,516298
202006,2호선,서초,503796,70716,497950,73285,574512,571235
202007,2호선,서초,518245,66610,506616,68700,584855,575316
202008,2호선,서초,424485,54436,415008,54452,478921,469460
202009,2호선,서초,395364,48481,386735,48639,443845,435374
202010,2호선,서초,457176,60213,447248,60712,517389,507960
202011,2호선,서초,499790,66637,485481,65907,566427,551388
202012,2호선,서초,389004,50401,381585,49897,439405,431482
202001,분당선,서현,704093,131040,712059,128547,835133,840606
202002,분당선,서현,593488,91801,603545,89493,685289,693038
202003,분당선,서현,411801,61482,417327,59296,473283,476623
202004,분당선,서현,453112,73874,463142,71665,526986,534807
202005,분당선,서현,522707,93509,537665,90780,616216,628445
202006,분당선,서현,545237,93559,564030,91243,638796,655273
202007,분당선,서현,592095,101670,613774,99098,693765,712872
202008,분당선,서현,491758,83591,506005,81238,575349,587243
202009,분당선,서현,436258,81583,449257,78493,517841,527750
202010,분당선,서현,516732,95245,535262,92612,611977,627874
202011,분당선,서현,528077,94723,543676,92053,622800,635729
202012,분당선,서현,430846,78184,438941,75482,509030,514423
202001,경원선,석계(1호선),211224,63818,238758,68906,275042,307664
202002,경원선,석계(1호선),174741,47261,198360,51284,222002,249644
202003,경원선,석계(1호선),146882,39907,168268,43350,186789,211618
202004,경원선,석계(1호선),154024,46067,177080,49773,200091,226853
202005,경원선,석계(1호선),173574,54934,196929,58799,228508,255728
202006,경원선,석계(1호선),179512,52486,204845,56335,231998,261180
202007,경원선,석계(1호선),188351,56110,215407,60055,244461,275462
202008,경원선,석계(1호선),149053,46309,174167,49597,195362,223764
202009,경원선,석계(1호선),146721,47939,168141,51235,194660,219376
202010,경원선,석계(1호선),172909,55436,197498,59558,228345,257056
202011,경원선,석계(1호선),171886,51773,197139,55769,223659,252908
202012,경원선,석계(1호선),139617,42153,161130,45226,181770,206356
202001,6호선,석계(6호선),298191,75822,303420,76720,374013,380140
202002,6호선,석계(6호선),259373,58481,266396,58986,317854,325382
202003,6호선,석계(6호선),228904,48925,233500,49104,277829,282604
202004,6호선,석계(6호선),237271,55742,237621,55849,293013,293470
202005,6호선,석계(6호선),254646,64416,257799,64760,319062,322559
202006,6호선,석계(6호선),269867,63585,273986,63948,333452,337934
202007,6호선,석계(6호선),281489,66605,284562,67191,348094,351753
202008,6호선,석계(6호선),238855,56498,237448,56695,295353,294143
202009,6호선,석계(6호선),226303,55780,229669,56490,282083,286159
202010,6호선,석계(6호선),257686,64563,260151,64732,322249,324883
202011,6호선,석계(6호선),262021,63068,266390,63330,325089,329720
202012,6호선,석계(6호선),221315,52418,226468,53605,273733,280073
202001,경부선,석수,263147,45901,225706,42825,309048,268531
202002,경부선,석수,219932,34657,191697,33208,254589,224905
202003,경부선,석수,190938,29716,167063,29017,220654,196080
202004,경부선,석수,202152,35038,178126,34571,237190,212697
202005,경부선,석수,217134,40682,191164,39568,257816,230732
202006,경부선,석수,229585,39725,201740,38463,269310,240203
202007,경부선,석수,243990,41862,212967,39875,285852,252842
202008,경부선,석수,199148,33919,173878,32125,233067,206003
202009,경부선,석수,197501,36318,172807,34917,233819,207724
202010,경부선,석수,225083,41687,197103,40834,266770,237937
202011,경부선,석수,227618,39880,199560,38398,267498,237958
202012,경부선,석수,190693,33459,167344,32260,224152,199604
202001,8호선,석촌(8호선),182395,51413,216366,54554,233808,270920
202002,8호선,석촌(8호선),156524,36770,185449,39244,193294,224693
202003,8호선,석촌(8호선),135420,29731,161230,32039,165151,193269
202004,8호선,석촌(8호선),140946,33522,166111,35996,174468,202107
202005,8호선,석촌(8호선),150729,39364,179310,42081,190093,221391
202006,8호선,석촌(8호선),155179,38796,184020,41643,193975,225663
202007,8호선,석촌(8호선),165453,41065,197770,44331,206518,242101
202008,8호선,석촌(8호선),140782,34989,165212,37356,175771,202568
202009,8호선,석촌(8호선),132098,35071,155982,36836,167169,192818
202010,8호선,석촌(8호선),150561,40764,181388,43202,191325,224590
202011,8호선,석촌(8호선),155306,40058,185853,42602,195364,228455
202012,8호선,석촌(8호선),132135,33591,153967,35279,165726,189246
202001,9호선2~3단계,석촌(9호선),182141,29647,152869,25190,211788,178059
202002,9호선2~3단계,석촌(9호선),157573,21825,133571,18886,179398,152457
202003,9호선2~3단계,석촌(9호선),137881,17401,118982,15268,155282,134250
202004,9호선2~3단계,석촌(9호선),145953,20370,123985,17347,166323,141332
202005,9호선2~3단계,석촌(9호선),160784,24021,138022,20751,184805,158773
202006,9호선2~3단계,석촌(9호선),171712,24413,147236,20640,196125,167876
202007,9호선2~3단계,석촌(9호선),184780,26332,158211,22534,211112,180745
202008,9호선2~3단계,석촌(9호선),155125,22265,132907,19440,177390,152347
202009,9호선2~3단계,석촌(9호선),144983,21085,126232,18561,166068,144793
202010,9호선2~3단계,석촌(9호선),172675,25710,148978,22132,198385,171110
202011,9호선2~3단계,석촌(9호선),176374,25458,152724,22079,201832,174803
202012,9호선2~3단계,석촌(9호선),141166,20873,124668,18425,162039,143093
202001,9호선2~3단계,석촌고분,122089,32062,120441,32038,154151,152479
202002,9호선2~3단계,석촌고분,109833,22335,108877,22607,132168,131484
202003,9호선2~3단계,석촌고분,97898,18638,96902,18979,116536,115881
202004,9호선2~3단계,석촌고분,101809,20369,98465,20688,122178,119153
202005,9호선2~3단계,석촌고분,109073,23796,106610,23939,132869,130549
202006,9호선2~3단계,석촌고분,116398,24520,114113,24840,140918,138953
202007,9호선2~3단계,석촌고분,124471,26606,121441,26149,151077,147590
202008,9호선2~3단계,석촌고분,107300,22758,105058,22637,130058,127695
202009,9호선2~3단계,석촌고분,99749,21718,97641,21530,121467,119171
202010,9호선2~3단계,석촌고분,112125,25192,108741,24794,137317,133535
202011,9호선2~3단계,석촌고분,117929,25373,114803,25266,143302,140069
202012,9호선2~3단계,석촌고분,101489,21434,102382,21602,122923,123984
202001,2호선,선릉(2호선),1340537,208485,1193596,183121,1549022,1376717
202002,2호선,선릉(2호선),1210480,180866,1080636,159258,1391346,1239894
202003,2호선,선릉(2호선),1027993,157000,921855,139150,1184993,1061005
202004,2호선,선릉(2호선),1064925,168651,954337,149755,1233576,1104092
202005,2호선,선릉(2호선),1122297,183152,1005112,162893,1305449,1168005
202006,2호선,선릉(2호선),1234922,186073,1105411,164916,1420995,1270327
202007,2호선,선릉(2호선),1316056,193819,1178503,172446,1509875,1350949
202008,2호선,선릉(2호선),1066202,159698,954030,142127,1225900,1096157
202009,2호선,선릉(2호선),989990,151019,884721,133504,1141009,1018225
202010,2호선,선릉(2호선),1105702,168050,996180,149880,1273752,1146060
202011,2호선,선릉(2호선),1178665,178261,1057066,159007,1356926,1216073
202012,2호선,선릉(2호선),987725,154716,880230,136667,1142441,1016897
202001,분당선,선릉(분당선),298136,37224,488249,52714,335360,540963
202002,분당선,선릉(분당선),272697,31372,444248,43622,304069,487870
202003,분당선,선릉(분당선),237984,26598,378287,36025,264582,414312
202004,분당선,선릉(분당선),243929,28346,393466,38787,272275,432253
202005,분당선,선릉(분당선),258004,32806,414662,44552,290810,459214
202006,분당선,선릉(분당선),286641,34475,460947,46626,321116,507573
202007,분당선,선릉(분당선),307138,36386,493393,48584,343524,541977
202008,분당선,선릉(분당선),252403,29998,394806,39588,282401,434394
202009,분당선,선릉(분당선),240954,29743,367317,38255,270697,405572
202010,분당선,선릉(분당선),266686,34590,414064,43866,301276,457930
202011,분당선,선릉(분당선),285925,35680,441226,45588,321605,486814
202012,분당선,선릉(분당선),245568,30356,363456,38525,275924,401981
202001,과천선,선바위,223788,29476,185395,28195,253264,213590
202002,과천선,선바위,191401,22748,163521,21521,214149,185042
202003,과천선,선바위,160308,19325,141889,19294,179633,161183
202004,과천선,선바위,169160,23126,148550,22786,192286,171336
202005,과천선,선바위,183858,27404,159294,26917,211262,186211
202006,과천선,선바위,197497,26795,170026,26254,224292,196280
202007,과천선,선바위,211466,28351,178051,27456,239817,205507
202008,과천선,선바위,171498,22870,147669,22490,194368,170159
202009,과천선,선바위,167406,24761,145437,24516,192167,169953
202010,과천선,선바위,193191,29292,161999,28945,222483,190944
202011,과천선,선바위,198743,27147,166535,26717,225890,193252
202012,과천선,선바위,153846,20824,137020,20805,174670,157825
202001,9호선,선유도,175932,24306,168570,23887,200238,192457
202002,9호선,선유도,157007,19157,151827,18566,176164,170393
202003,9호선,선유도,132430,16096,129130,15133,148526,144263
202004,9호선,선유도,143915,18709,139961,18227,162624,158188
202005,9호선,선유도,154743,22395,150499,21896,177138,172395
202006,9호선,선유도,170010,21371,163988,20737,191381,184725
202007,9호선,선유도,183452,22906,176649,22473,206358,199122
202008,9호선,선유도,150322,19006,146070,18377,169328,164447
202009,9호선,선유도,140727,18319,136946,17624,159046,154570
202010,9호선,선유도,156963,22383,151919,21880,179346,173799
202011,9호선,선유도,165850,21776,159127,21258,187626,180385
202012,9호선,선유도,139135,17391,135505,16644,156526,152149
202001,9호선2~3단계,선정릉(9호선),220930,24359,239511,24996,245289,264507
202002,9호선2~3단계,선정릉(9호선),199146,17180,215453,17916,216326,233369
202003,9호선2~3단계,선정릉(9호선),173268,13392,186766,13766,186660,200532
202004,9호선2~3단계,선정릉(9호선),180198,14619,194396,15313,194817,209709
202005,9호선2~3단계,선정릉(9호선),192700,17951,208631,18667,210651,227298
202006,9호선2~3단계,선정릉(9호선),211327,18208,228690,19127,229535,247817
202007,9호선2~3단계,선정릉(9호선),224432,19728,240811,20487,244160,261298
202008,9호선2~3단계,선정릉(9호선),186098,16082,199672,16542,202180,216214
202009,9호선2~3단계,선정릉(9호선),178835,15052,191714,15437,193887,207151
202010,9호선2~3단계,선정릉(9호선),200600,18818,220177,19366,219418,239543
202011,9호선2~3단계,선정릉(9호선),210115,19404,229261,20185,229519,249446
202012,9호선2~3단계,선정릉(9호선),173738,15428,187505,15793,189166,203298
202001,분당선,선정릉(분당선),184112,34614,198034,33953,218726,231987
202002,분당선,선정릉(분당선),171143,22661,185837,22099,193804,207936
202003,분당선,선정릉(분당선),148750,16908,161997,16289,165658,178286
202004,분당선,선정릉(분당선),150792,18237,164528,17465,169029,181993
202005,분당선,선정릉(분당선),159045,21748,172299,21139,180793,193438
202006,분당선,선정릉(분당선),174879,22272,190236,21410,197151,211646
202007,분당선,선정릉(분당선),185441,24089,203430,23307,209530,226737
