사용월,호선명,지하철역,유임승차인원,무임승차인원,유임하차인원,무임하차인원,승차인원,하차인원
202007,5호선,둔촌동,174181,52022,173216,53368,226203,226584
202008,5호선,둔촌동,145784,43244,146053,44236,189028,190289
202009,5호선,둔촌동,138631,42775,139071,43680,181406,182751
202010,5호선,둔촌동,160161,49210,158518,50019,209371,208537
202011,5호선,둔촌동,164758,48475,164060,49647,213233,213707
202012,5호선,둔촌동,140861,40587,141769,41688,181448,183457
202001,9호선2~3단계,둔촌오륜,20022,5577,19388,5585,25599,24973
202002,9호선2~3단계,둔촌오륜,16719,4193,16201,4254,20912,20455
202003,9호선2~3단계,둔촌오륜,13742,3113,12859,3177,16855,16036
202004,9호선2~3단계,둔촌오륜,15232,3681,14256,3556,18913,17812
202005,9호선2~3단계,둔촌오륜,17014,4401,15789,4382,21415,20171
202006,9호선2~3단계,둔촌오륜,23456,4501,20031,4575,27957,24606
202007,9호선2~3단계,둔촌오륜,25802,4963,21567,5040,30765,26607
202008,9호선2~3단계,둔촌오륜,18621,4189,17189,4217,22810,21406
202009,9호선2~3단계,둔촌오륜,18415,4072,16355,4121,22487,20476
202010,9호선2~3단계,둔촌오륜,22752,4605,19899,4783,27357,24682
202011,9호선2~3단계,둔촌오륜,22658,4711,19706,4820,27369,24526
202012,9호선2~3단계,둔촌오륜,19203,4133,16453,4133,23336,20586
202001,9호선,등촌,222601,77910,223158,78684,300511,301842
202002,9호선,등촌,197349,58516,197787,59583,255865,257370
202003,9호선,등촌,169459,48815,169032,49528,218274,218560
202004,9호선,등촌,175307,54795,171341,55010,230102,226351
202005,9호선,등촌,188626,63984,185850,64360,252610,250210
202006,9호선,등촌,200432,62786,196124,63492,263218,259616
202007,9호선,등촌,215025,68059,209450,68640,283084,278090
202008,9호선,등촌,190111,58420,185372,59110,248531,244482
202009,9호선,등촌,176658,58325,172788,59233,234983,232021
202010,9호선,등촌,198112,63526,191889,64367,261638,256256
202011,9호선,등촌,208184,64098,202550,64907,272282,267457
202012,9호선,등촌,179927,54409,178590,55222,234336,233812
202001,6호선,디지털미디어시티(6호선),329881,52974,359478,53015,382855,412493
202002,6호선,디지털미디어시티(6호선),294824,42143,323775,42793,336967,366568
202003,6호선,디지털미디어시티(6호선),255126,34843,275556,35649,289969,311205
202004,6호선,디지털미디어시티(6호선),257951,38009,277247,38967,295960,316214
202005,6호선,디지털미디어시티(6호선),272911,43661,293455,44439,316572,337894
202006,6호선,디지털미디어시티(6호선),294563,43600,324619,43856,338163,368475
202007,6호선,디지털미디어시티(6호선),315262,46281,346440,46677,361543,393117
202008,6호선,디지털미디어시티(6호선),264514,39604,288680,40391,304118,329071
202009,6호선,디지털미디어시티(6호선),254369,39286,276315,39896,293655,316211
202010,6호선,디지털미디어시티(6호선),285675,45912,309707,46586,331587,356293
202011,6호선,디지털미디어시티(6호선),301307,45469,327121,45705,346776,372826
202012,6호선,디지털미디어시티(6호선),254679,37566,277955,38521,292245,316476
202001,경의선,디지털미디어시티(경의선),59813,9760,55341,9657,69573,64998
202002,경의선,디지털미디어시티(경의선),49728,7483,47639,7654,57211,55293
202003,경의선,디지털미디어시티(경의선),40467,6350,38226,6359,46817,44585
202004,경의선,디지털미디어시티(경의선),43731,7446,41387,7502,51177,48889
202005,경의선,디지털미디어시티(경의선),48853,9012,46385,8923,57865,55308
202006,경의선,디지털미디어시티(경의선),1,0,0,0,1,0
202006,경의선,디지털미디어시티(경의선),52699,8612,49913,8920,61311,58833
202007,경의선,디지털미디어시티(경의선),56930,9403,53634,9451,66333,63085
202008,경의선,디지털미디어시티(경의선),48181,7971,45440,7972,56152,53412
202009,경의선,디지털미디어시티(경의선),44978,7782,43028,7885,52760,50913
202010,경의선,디지털미디어시티(경의선),53979,9540,50981,9585,63519,60566
202011,경의선,디지털미디어시티(경의선),56233,9213,52376,9273,65446,61649
202012,경의선,디지털미디어시티(경의선),44131,7408,42272,7380,51539,49652
202001,공항철도 1호선,디지털미디어시티(공항철도),340483,23070,305763,21457,363553,327220
202002,공항철도 1호선,디지털미디어시티(공항철도),297700,18768,271562,17449,316468,289011
202003,공항철도 1호선,디지털미디어시티(공항철도),245473,13587,227190,12778,259060,239968
202004,공항철도 1호선,디지털미디어시티(공항철도),248727,15122,229474,14289,263849,243763
202005,공항철도 1호선,디지털미디어시티(공항철도),267728,17718,245446,16593,285446,262039
202006,공항철도 1호선,디지털미디어시티(공항철도),300333,18583,272867,17333,318916,290200
202007,공항철도 1호선,디지털미디어시티(공항철도),324103,19225,291617,17921,343328,309538
202008,공항철도 1호선,디지털미디어시티(공항철도),264361,16085,239420,15169,280446,254589
202009,공항철도 1호선,디지털미디어시티(공항철도),251648,15680,228016,14558,267328,242574
202010,공항철도 1호선,디지털미디어시티(공항철도),293641,18833,264614,17484,312474,282098
202011,공항철도 1호선,디지털미디어시티(공항철도),313729,19303,280132,18019,333032,298151
202012,공항철도 1호선,디지털미디어시티(공항철도),252453,15817,227070,14788,268270,241858
202001,2호선,뚝섬,489458,56941,520507,57555,546399,578062
202002,2호선,뚝섬,447294,46153,480366,46800,493447,527166
202003,2호선,뚝섬,410371,39854,444751,40487,450225,485238
202004,2호선,뚝섬,424352,43290,455448,43808,467642,499256
202005,2호선,뚝섬,436340,48599,471097,49292,484939,520389
202006,2호선,뚝섬,457254,48167,496868,48972,505421,545840
202007,2호선,뚝섬,499375,51243,541905,52027,550618,593932
202008,2호선,뚝섬,401747,43302,434091,44022,445049,478113
202009,2호선,뚝섬,392526,43207,425793,44047,435733,469840
202010,2호선,뚝섬,445338,49083,481170,49858,494421,531028
202011,2호선,뚝섬,464807,49093,502197,49896,513900,552093
202012,2호선,뚝섬,372509,41076,403004,41751,413585,444755
202001,7호선,뚝섬유원지,177589,36433,171066,36484,214022,207550
202002,7호선,뚝섬유원지,147444,29004,143065,29311,176448,172376
202003,7호선,뚝섬유원지,190361,26125,192872,26901,216486,219773
202004,7호선,뚝섬유원지,200559,30389,202436,30736,230948,233172
202005,7호선,뚝섬유원지,233394,35489,230560,35986,268883,266546
202006,7호선,뚝섬유원지,227332,35503,219894,36080,262835,255974
202007,7호선,뚝섬유원지,236705,37666,223157,38223,274371,261380
202008,7호선,뚝섬유원지,145143,32060,140098,32651,177203,172749
202009,7호선,뚝섬유원지,168112,30231,163790,30771,198343,194561
202010,7호선,뚝섬유원지,193248,35630,187466,35898,228878,223364
202011,7호선,뚝섬유원지,166339,32705,160958,32937,199044,193895
202012,7호선,뚝섬유원지,129785,27025,127287,27559,156810,154846
202001,5호선,마곡,172296,28699,160742,27715,200995,188457
202002,5호선,마곡,157988,24799,148314,24143,182787,172457
202003,5호선,마곡,147177,22141,139480,21513,169318,160993
202004,5호선,마곡,155839,24612,146797,23720,180451,170517
202005,5호선,마곡,170436,28947,161032,28179,199383,189211
202006,5호선,마곡,185131,28455,175937,27231,213586,203168
202007,5호선,마곡,197628,30702,188815,29405,228330,218220
202008,5호선,마곡,164862,25760,160130,24611,190622,184741
202009,5호선,마곡,159584,26290,155665,25513,185874,181178
202010,5호선,마곡,182755,29623,177012,28486,212378,205498
202011,5호선,마곡,194366,29439,189132,28286,223805,217418
202012,5호선,마곡,167519,25266,163137,24563,192785,187700
202001,9호선,마곡나루(서울식물원) 9호선,265222,22245,266235,21813,287467,288048
202002,9호선,마곡나루(서울식물원) 9호선,235387,18313,235432,18134,253700,253566
202003,9호선,마곡나루(서울식물원) 9호선,203492,15359,204006,15416,218851,219422
202004,9호선,마곡나루(서울식물원) 9호선,205494,17430,205585,17303,222924,222888
202005,9호선,마곡나루(서울식물원) 9호선,223761,20942,225201,20519,244703,245720
202006,9호선,마곡나루(서울식물원) 9호선,239321,20073,240728,19521,259394,260249
202007,9호선,마곡나루(서울식물원) 9호선,261020,22134,260968,21593,283154,282561
202008,9호선,마곡나루(서울식물원) 9호선,222140,19125,223831,18425,241265,242256
202009,9호선,마곡나루(서울식물원) 9호선,207181,18658,208616,18092,225839,226708
202010,9호선,마곡나루(서울식물원) 9호선,240986,23702,243202,23170,264688,266372
202011,9호선,마곡나루(서울식물원) 9호선,249994,21954,249784,21418,271948,271202
202012,9호선,마곡나루(서울식물원) 9호선,201153,18137,201731,17721,219290,219452
202001,공항철도 1호선,마곡나루(서울식물원) 공항철도,174101,8559,157284,8385,182660,165669
202002,공항철도 1호선,마곡나루(서울식물원) 공항철도,154776,7034,140430,6937,161810,147367
202003,공항철도 1호선,마곡나루(서울식물원) 공항철도,137791,6279,127438,6171,144070,133609
202004,공항철도 1호선,마곡나루(서울식물원) 공항철도,143208,7318,133040,7384,150526,140424
202005,공항철도 1호선,마곡나루(서울식물원) 공항철도,154095,8557,143153,8551,162652,151704
202006,공항철도 1호선,마곡나루(서울식물원) 공항철도,176203,8387,161574,8262,184590,169836
202007,공항철도 1호선,마곡나루(서울식물원) 공항철도,187345,9090,172580,8841,196435,181421
202008,공항철도 1호선,마곡나루(서울식물원) 공항철도,147995,7459,138922,7227,155454,146149
202009,공항철도 1호선,마곡나루(서울식물원) 공항철도,143576,7975,135549,7866,151551,143415
202010,공항철도 1호선,마곡나루(서울식물원) 공항철도,167610,10129,162957,10040,177739,172997
202011,공항철도 1호선,마곡나루(서울식물원) 공항철도,173255,9365,166982,9389,182620,176371
202012,공항철도 1호선,마곡나루(서울식물원) 공항철도,130250,7412,125541,7195,137662,132736
202001,일산선,마두,165056,72915,170236,74551,237971,244787
202002,일산선,마두,134536,51330,140699,52127,185866,192826
202003,일산선,마두,111032,37650,116392,38263,148682,154655
202004,일산선,마두,118436,43497,122819,44305,161933,167124
202005,일산선,마두,131552,54518,136081,56024,186070,192105
202006,일산선,마두,139649,55394,144428,56439,195043,200867
202007,일산선,마두,149260,57825,153759,59437,207085,213196
202008,일산선,마두,123213,46797,127635,47674,170010,175309
202009,일산선,마두,113213,44784,118335,46406,157997,164741
202010,일산선,마두,135612,53495,138637,54691,189107,193328
202011,일산선,마두,138741,51764,142696,53295,190505,195991
202012,일산선,마두,112309,41346,116960,42138,153655,159098
202001,7호선,마들,269582,78218,249620,78310,347800,327930
202002,7호선,마들,234679,60040,219296,60655,294719,279951
202003,7호선,마들,207382,51261,194615,51349,258643,245964
202004,7호선,마들,214520,57983,197784,58140,272503,255924
202005,7호선,마들,231028,66366,212516,66418,297394,278934
202006,7호선,마들,245488,67180,226744,66951,312668,293695
202007,7호선,마들,259772,71751,238361,71385,331523,309746
202008,7호선,마들,221255,61426,205965,61126,282681,267091
202009,7호선,마들,212988,60596,200064,60231,273584,260295
202010,7호선,마들,238271,68990,218705,68515,307261,287220
202011,7호선,마들,243360,66208,226129,66055,309568,292184
202012,7호선,마들,212545,57130,204012,57377,269675,261389
202001,경춘선,마석,76378,33074,74198,32592,109452,106790
202002,경춘선,마석,62415,23960,61055,23889,86375,84944
202003,경춘선,마석,52981,20194,52399,20083,73175,72482
202004,경춘선,마석,58891,25526,57871,25126,84417,82997
202005,경춘선,마석,67731,30883,66376,30942,98614,97318
202006,경춘선,마석,71058,28190,68858,28422,99248,97280
202007,경춘선,마석,77822,29463,75039,29658,107285,104697
202008,경춘선,마석,63836,23936,61296,24250,87772,85546
202009,경춘선,마석,62240,25136,61020,25349,87376,86369
202010,경춘선,마석,76444,30391,73347,30468,106835,103815
202011,경춘선,마석,75103,27734,71783,28087,102837,99870
202012,경춘선,마석,60016,21674,58752,22033,81690,80785
202001,5호선,마장,133502,46725,127434,46104,180227,173538
202002,5호선,마장,110411,31317,104092,31247,141728,135339
202003,5호선,마장,95235,24951,89631,24676,120186,114307
202004,5호선,마장,99114,27771,92960,27439,126885,120399
202005,5호선,마장,107992,32602,100854,32119,140594,132973
202006,5호선,마장,113773,31011,105505,30454,144784,135959
202007,5호선,마장,120262,32555,111090,32262,152817,143352
202008,5호선,마장,101285,29313,93600,28670,130598,122270
202009,5호선,마장,100086,30882,92759,30432,130968,123191
202010,5호선,마장,108414,32257,99867,31624,140671,131491
202011,5호선,마장,112327,32042,105109,31565,144369,136674
202012,5호선,마장,95315,27540,89683,27193,122855,116876
202001,5호선,마천,104317,47525,103410,49655,151842,153065
202002,5호선,마천,92448,37122,90607,39151,129570,129758
202003,5호선,마천,82243,32952,82097,34424,115195,116521
202004,5호선,마천,85544,36568,85408,38135,122112,123543
202005,5호선,마천,93358,42055,93592,44000,135413,137592
202006,5호선,마천,98828,41626,98314,44184,140454,142498
202007,5호선,마천,106710,43586,103999,46221,150296,150220
202008,5호선,마천,92581,37805,91366,39712,130386,131078
202009,5호선,마천,92864,39056,91832,40826,131920,132658
202010,5호선,마천,106239,44507,103801,46252,150746,150053
202011,5호선,마천,110033,43931,107500,45602,153964,153102
202012,5호선,마천,94134,37570,94220,39561,131704,133781
202001,5호선,마포,341150,61749,352566,60767,402899,413333
202002,5호선,마포,298198,47427,308893,46752,345625,355645
202003,5호선,마포,256359,38541,267034,37493,294900,304527
202004,5호선,마포,263712,42398,273959,41568,306110,315527
202005,5호선,마포,282143,49913,293752,49153,332056,342905
202006,5호선,마포,303727,50938,317146,50224,354665,367370
202007,5호선,마포,323779,53501,336344,52875,377280,389219
202008,5호선,마포,268432,45536,278667,44653,313968,323320
202009,5호선,마포,253993,44006,263680,43225,297999,306905
202010,5호선,마포,275529,49754,291897,49427,325283,341324
202011,5호선,마포,297985,51168,310150,50727,349153,360877
202012,5호선,마포,250318,41595,259018,40981,291913,299999
202001,6호선,마포구청,335463,80158,298986,73082,415621,372068
202002,6호선,마포구청,297978,60329,263272,55384,358307,318656
202003,6호선,마포구청,257188,46202,227629,42194,303390,269823
202004,6호선,마포구청,266064,51404,231593,46635,317468,278228
202005,6호선,마포구청,284622,61484,248207,55321,346106,303528
202006,6호선,마포구청,300487,60912,261700,55270,361399,316970
202007,6호선,마포구청,317158,65501,275354,58956,382659,334310
202008,6호선,마포구청,270403,56323,237506,50571,326726,288077
202009,6호선,마포구청,259095,54224,227031,48944,313319,275975
202010,6호선,마포구청,287990,63616,252830,56844,351606,309674
202011,6호선,마포구청,298438,63913,263637,57730,362351,321367
202012,6호선,마포구청,254529,51273,231345,46798,305802,278143
202001,중앙선,망우,163129,69389,156790,70549,232518,227339
202002,중앙선,망우,136095,51716,133861,53253,187811,187114
202003,중앙선,망우,118871,44361,114089,45238,163232,159327
202004,중앙선,망우,126337,51649,120881,52299,177986,173180
202005,중앙선,망우,138412,58731,133221,59716,197143,192937
202006,중앙선,망우,145728,56788,139701,57958,202516,197659
202007,중앙선,망우,157302,60839,149501,61802,218141,211303
202008,중앙선,망우,132341,50780,126729,51410,183121,178139
202009,중앙선,망우,125074,53850,120649,54255,178924,174904
202010,중앙선,망우,144914,60507,139061,60801,205421,199862
202011,중앙선,망우,144552,56809,137867,57878,201361,195745
202012,중앙선,망우,118987,46877,115875,48352,165864,164227
202001,6호선,망원,343306,83914,375563,87903,427220,463466
202002,6호선,망원,301553,62924,332118,65650,364477,397768
202003,6호선,망원,263985,50333,292248,52250,314318,344498
202004,6호선,망원,275959,59539,306418,61835,335498,368253
202005,6호선,망원,296505,70588,332490,73736,367093,406226
202006,6호선,망원,299861,68275,334568,71765,368136,406333
202007,6호선,망원,329681,71755,366370,75312,401436,441682
202008,6호선,망원,273530,61429,300643,64744,334959,365387
202009,6호선,망원,261364,64757,289002,67652,326121,356654
202010,6호선,망원,296525,69624,330226,72514,366149,402740
202011,6호선,망원,299127,69876,330406,72986,369003,403392
202012,6호선,망원,239444,58034,262354,60987,297478,323341
202001,경원선,망월사,153568,68962,153292,71039,222530,224331
202002,경원선,망월사,131593,55367,133165,57040,186960,190205
202003,경원선,망월사,108233,44890,111196,46359,153123,157555
202004,경원선,망월사,111977,49529,115321,51473,161506,166794
202005,경원선,망월사,131181,59207,132936,60892,190388,193828
202006,경원선,망월사,152930,56571,154888,58171,209501,213059
202007,경원선,망월사,145544,58822,146851,60531,204366,207382
202008,경원선,망월사,118146,51393,120528,52233,169539,172761
202009,경원선,망월사,115746,52546,118942,53951,168292,172893
202010,경원선,망월사,143960,60067,146566,61717,204027,208283
202011,경원선,망월사,154224,58134,155117,59624,212358,214741
202012,경원선,망월사,110016,47639,114218,48786,157655,163004
202001,분당선,망포,365263,34351,338976,32882,399614,371858
202002,분당선,망포,302372,24720,284215,23738,327092,307953
202003,분당선,망포,246111,18532,232978,17829,264643,250807
202004,분당선,망포,265721,22073,249103,21198,287794,270301
202005,분당선,망포,287842,27157,272189,26068,314999,298257
202006,분당선,망포,305786,27563,289423,26322,333349,315745
202007,분당선,망포,330241,29305,310613,28016,359546,338629
202008,분당선,망포,268058,24205,255410,23109,292263,278519
202009,분당선,망포,260595,24103,246078,23380,284698,269458
202010,분당선,망포,313131,30001,294402,28967,343132,323369
202011,분당선,망포,324572,29689,305968,28652,354261,334620
202012,분당선,망포,265037,23899,253679,23013,288936,276692
202001,분당선,매교,50636,16090,51777,16466,66726,68243
202002,분당선,매교,41663,11660,42237,11921,53323,54158
202003,분당선,매교,34749,9198,35018,9385,43947,44403
202004,분당선,매교,37207,10561,37889,11022,47768,48911
202005,분당선,매교,43664,12784,43647,13026,56448,56673
202006,분당선,매교,50416,12364,49997,12721,62780,62718
202007,분당선,매교,53383,13018,52662,13246,66401,65908
202008,분당선,매교,42316,10669,41968,10861,52985,52829
202009,분당선,매교,45333,11783,46239,12147,57116,58386
202010,분당선,매교,57067,14401,57235,14838,71468,72073
202011,분당선,매교,58256,14098,58748,14724,72354,73472
202012,분당선,매교,47848,11668,48803,12289,59516,61092
202001,3호선,매봉,267671,56928,257640,52468,324599,310108
202002,3호선,매봉,236744,42449,228797,38504,279193,267301
202003,3호선,매봉,202661,33606,196791,30068,236267,226859
202004,3호선,매봉,206666,36475,200274,33338,243141,233612
202005,3호선,매봉,221421,45503,214823,41365,266924,256188
202006,3호선,매봉,249257,47164,241371,42718,296421,284089
202007,3호선,매봉,266602,50851,257135,46352,317453,303487
202008,3호선,매봉,221146,42124,213259,38309,263270,251568
202009,3호선,매봉,210489,40295,201893,36383,250784,238276
202010,3호선,매봉,235782,47987,228830,44085,283769,272915
202011,3호선,매봉,252325,50454,243403,46416,302779,289819
202012,3호선,매봉,216246,40273,206732,36771,256519,243503
202001,분당선,매탄권선,114976,16761,107224,16203,131737,123427
202002,분당선,매탄권선,94353,12138,88241,11858,106491,100099
202003,분당선,매탄권선,78036,9241,72794,9019,87277,81813
202004,분당선,매탄권선,84344,10807,78999,10416,95151,89415
202005,분당선,매탄권선,93299,13447,87785,12950,106746,100735
202006,분당선,매탄권선,99360,13460,93829,12934,112820,106763
202007,분당선,매탄권선,106865,14495,100931,13845,121360,114776
202008,분당선,매탄권선,87273,12157,82443,11621,99430,94064
202009,분당선,매탄권선,86086,12507,81350,12023,98593,93373
202010,분당선,매탄권선,103902,15185,98134,14463,119087,112597
202011,분당선,매탄권선,106836,14853,101764,14301,121689,116065
202012,분당선,매탄권선,85962,11997,82816,11784,97959,94600
202001,7호선,먹골,244336,60501,234787,61474,304837,296261
202002,7호선,먹골,217091,47699,209399,48523,264790,257922
202003,7호선,먹골,192548,40152,184905,40882,232700,225787
202004,7호선,먹골,197667,44637,188110,45027,242304,233137
202005,7호선,먹골,213567,52944,203673,53285,266511,256958
202006,7호선,먹골,219676,50838,208839,51201,270514,260040
202007,7호선,먹골,231068,54128,219297,54558,285196,273855
202008,7호선,먹골,196219,46150,188018,46604,242369,234622
202009,7호선,먹골,186860,46008,178871,46202,232868,225073
202010,7호선,먹골,210120,52695,199795,52690,262815,252485
202011,7호선,먹골,213756,51371,204940,51851,265127,256791
202012,7호선,먹골,184882,44530,180832,44924,229412,225756
202001,7호선,면목,356901,91611,339579,93500,448512,433079
202002,7호선,면목,316722,72856,301504,75252,389578,376756
202003,7호선,면목,290660,63174,277969,65454,353834,343423
202004,7호선,면목,297018,70871,282474,72953,367889,355427
202005,7호선,면목,316407,80748,300999,82843,397155,383842
202006,7호선,면목,334756,78441,317614,81187,413197,398801
202007,7호선,면목,346977,82826,328042,85506,429803,413548
202008,7호선,면목,295723,71802,281794,74256,367525,356050
202009,7호선,면목,287859,70940,276132,73280,358799,349412
202010,7호선,면목,327525,79490,310629,81607,407015,392236
202011,7호선,면목,337265,77022,322580,79770,414287,402350
202012,7호선,면목,284013,65802,279015,68812,349815,347827
202001,4호선,명동,942450,68568,1016434,70636,1011018,1087070
202002,4호선,명동,630664,43692,671930,43780,674356,715710
202003,4호선,명동,334648,33485,351628,33257,368133,384885
202004,4호선,명동,342220,38146,365304,38439,380366,403743
202005,4호선,명동,389247,46230,416615,47359,435477,463974
202006,4호선,명동,416642,45828,445870,46795,462470,492665
202007,4호선,명동,439432,48923,472264,50124,488355,522388
202008,4호선,명동,354578,39160,375697,39498,393738,415195
202009,4호선,명동,335442,37766,355836,38178,373208,394014
202010,4호선,명동,419364,47517,448222,48648,466881,496870
202011,4호선,명동,428131,48704,448352,49253,476835,497605
202012,4호선,명동,329819,37735,343628,37891,367554,381519
202001,5호선,명일,186675,63399,191291,66085,250074,257376
202002,5호선,명일,158255,46597,163033,48760,204852,211793
202003,5호선,명일,129061,32827,132615,34394,161888,167009
202004,5호선,명일,140652,38897,143644,40677,179549,184321
202005,5호선,명일,156740,48504,159746,50543,205244,210289
202006,5호선,명일,167920,47825,171675,50045,215745,221720
202007,5호선,명일,178452,51485,181612,53603,229937,235215
202008,5호선,명일,147291,43976,150700,46064,191267,196764
202009,5호선,명일,138507,41697,141847,43967,180204,185814
202010,5호선,명일,161882,51122,163056,52951,213004,216007
202011,5호선,명일,169855,51750,171490,54162,221605,225652
202012,5호선,명일,136124,41385,140221,43540,177509,183761
202001,경부선,명학,209803,41987,200326,41044,251790,241370
202002,경부선,명학,183045,32435,178802,31842,215480,210644
202003,경부선,명학,166072,26914,162263,26172,192986,188435
202004,경부선,명학,168850,30517,165318,29607,199367,194925
202005,경부선,명학,180509,35302,176948,34146,215811,211094
202006,경부선,명학,196656,35323,195130,34410,231979,229540
202007,경부선,명학,205166,36938,201530,35837,242104,237367
202008,경부선,명학,168619,30993,166561,29990,199612,196551
202009,경부선,명학,170569,31811,168249,30687,202380,198936
202010,경부선,명학,186603,36513,184390,35306,223116,219696
202011,경부선,명학,197396,35716,195572,34834,233112,230406
202012,경부선,명학,171644,29690,170283,29195,201334,199478
202001,8호선,모란(8호선),90338,54490,71576,39294,144828,110870
202002,8호선,모란(8호선),74959,38544,59362,27567,113503,86929
202003,8호선,모란(8호선),62367,31627,48619,22522,93994,71141
202004,8호선,모란(8호선),66520,40003,52021,28839,106523,80860
202005,8호선,모란(8호선),72605,46224,58294,33709,118829,92003
202006,8호선,모란(8호선),75270,43704,59694,32526,118974,92220
202007,8호선,모란(8호선),79023,45735,63450,34383,124758,97833
202008,8호선,모란(8호선),66442,39256,52462,30242,105698,82704
202009,8호선,모란(8호선),62291,40874,48007,31443,103165,79450
202010,8호선,모란(8호선),74758,46764,60581,35916,121522,96497
202011,8호선,모란(8호선),74220,42981,58034,32530,117201,90564
202012,8호선,모란(8호선),62430,36235,46908,27202,98665,74110
202001,분당선,모란(분당선),489726,168308,487274,184089,658034,671363
202002,분당선,모란(분당선),417980,118756,413954,129867,536736,543821
202003,분당선,모란(분당선),342119,93483,339496,103070,435602,442566
202004,분당선,모란(분당선),363512,120145,362926,132881,483657,495807
202005,분당선,모란(분당선),394389,137894,393225,153035,532283,546260
202006,분당선,모란(분당선),407245,132255,402771,145870,539500,548641
202007,분당선,모란(분당선),433774,138504,427763,151764,572278,579527
202008,분당선,모란(분당선),362880,117413,359149,127836,480293,486985
202009,분당선,모란(분당선),345018,127272,338372,138362,472290,476734
202010,분당선,모란(분당선),401852,143789,397829,155657,545641,553486
202011,분당선,모란(분당선),406287,132978,400528,144064,539265,544592
202012,분당선,모란(분당선),341328,112011,334409,121403,453339,455812
202001,5호선,목동,433443,84120,470291,86187,517563,556478
202002,5호선,목동,374047,64590,410691,66688,438637,477379
202003,5호선,목동,315976,51682,352105,53287,367658,405392
202004,5호선,목동,331100,58627,363816,59272,389727,423088
202005,5호선,목동,359559,70745,392914,71801,430304,464715
202006,5호선,목동,375927,68451,412770,69733,444378,482503
202007,5호선,목동,401257,72318,436926,74268,473575,511194
202008,5호선,목동,336305,60726,366764,62342,397031,429106
202009,5호선,목동,313528,59612,345020,60790,373140,405810
202010,5호선,목동,361701,68907,390858,69835,430608,460693
202011,5호선,목동,368295,68496,404266,70020,436791,474286
202012,5호선,목동,302909,57591,337168,58967,360500,396135
202001,8호선,몽촌토성(평화의문),129772,31166,139362,30164,160938,169526
202002,8호선,몽촌토성(평화의문),108986,22862,117317,22020,131848,139337
202003,8호선,몽촌토성(평화의문),95318,19802,102439,19060,115120,121499
202004,8호선,몽촌토성(평화의문),102261,22986,110019,22147,125247,132166
202005,8호선,몽촌토성(평화의문),109730,27193,118324,26552,136923,144876
202006,8호선,몽촌토성(평화의문),112057,25086,120088,24328,137143,144416
202007,8호선,몽촌토성(평화의문),120757,26025,129008,25308,146782,154316
202008,8호선,몽촌토성(평화의문),102074,20916,108729,20029,122990,128758
202009,8호선,몽촌토성(평화의문),98637,21445,103848,20449,120082,124297
202010,8호선,몽촌토성(평화의문),121503,28481,127726,27628,149984,155354
202011,8호선,몽촌토성(평화의문),120224,26914,126184,25980,147138,152164
202012,8호선,몽촌토성(평화의문),99269,21289,104251,20272,120558,124523
202001,3호선,무악재,86371,29340,86338,31434,115711,117772
202002,3호선,무악재,74882,22494,74377,24346,97376,98723
202003,3호선,무악재,64474,17925,64005,19489,82399,83494
202004,3호선,무악재,67521,20597,66344,22331,88118,88675
202005,3호선,무악재,72729,23912,72646,25782,96641,98428
202006,3호선,무악재,77234,23643,77295,25618,100877,102913
202007,3호선,무악재,82901,24767,81248,26867,107668,108115
202008,3호선,무악재,68549,20962,66798,22827,89511,89625
202009,3호선,무악재,65387,20731,64784,22595,86118,87379
202010,3호선,무악재,75228,24251,75109,26191,99479,101300
202011,3호선,무악재,77099,23829,76452,25947,100928,102399
202012,3호선,무악재,64631,19245,64770,21227,83876,85997
202001,2호선,문래,502219,81413,511615,80129,583632,591744
202002,2호선,문래,449932,58997,460551,58197,508929,518748
202003,2호선,문래,390007,48211,402594,47698,438218,450292
202004,2호선,문래,407341,53436,420002,52915,460777,472917
202005,2호선,문래,436033,62126,451852,61801,498159,513653
202006,2호선,문래,470798,63020,488802,62375,533818,551177
202007,2호선,문래,501087,68289,520425,67531,569376,587956
202008,2호선,문래,413774,57076,428075,56394,470850,484469
202009,2호선,문래,394497,55265,407917,54475,449762,462392
202010,2호선,문래,445580,63395,461219,62766,508975,523985
202011,2호선,문래,467328,64890,480273,64161,532218,544434
202012,2호선,문래,384889,52836,393826,52047,437725,445873
202001,경의선,문산,131054,40109,130286,39783,171163,170069
202002,경의선,문산,100157,29647,99183,29426,129804,128609
202003,경의선,문산,80728,26660,80055,26422,107388,106477
202004,경의선,문산,88336,33146,87607,32747,121482,120354
202005,경의선,문산,106683,38588,104124,38246,145271,142370
202006,경의선,문산,107102,37541,106075,37478,144643,143553
202007,경의선,문산,112782,38578,111419,38516,151360,149935
202008,경의선,문산,89524,31556,88521,31959,121080,120480
202009,경의선,문산,85627,32384,85142,32591,118011,117733
202010,경의선,문산,107356,38525,103903,38795,145881,142698
202011,경의선,문산,101972,35219,101581,35376,137191,136957
202012,경의선,문산,78874,26626,78664,26643,105500,105307
202001,8호선,문정,492853,55097,511277,54775,547950,566052
202002,8호선,문정,456623,44465,477854,44425,501088,522279
202003,8호선,문정,405607,35825,426838,35904,441432,462742
202004,8호선,문정,409120,39768,428893,39664,448888,468557
202005,8호선,문정,421237,46451,442668,46401,467688,489069
202006,8호선,문정,468730,48110,492002,47650,516840,539652
202007,8호선,문정,497112,49749,521212,49646,546861,570858
